dataset name,original size,type width,Dimension,decomposition,chunk no,decomposed bz2 compressed size (B),decomposed row-ordered bz2 compressed size (B),reordered bz2 compressed size (B),reordered row-based bz2 compressed size (B),standard bz2 compressed size (B),standard bz2 compression ratio,decomposed bz2 compression ratio,decomposed row-ordered bz2 compression ratio,reordered bz2 compression ratio,reordered row-based bz2 compression ratio,WE,entropy word,entropy list,max rep
acs_wht_f32,224999996,4,56249999,"( (0,), (1,2,), (3,), )",-1,143864296,138855635,143870861,138847010,155202085,1.44972276628887,1.56397384379513,1.62038793744309,1.56390247779222,1.62048859388474,5.75477707492077,20.1330116816552,"(7.412603678883616,7.1927687410675505,1.2209671386643668,)","(412752,825504,412752,)"
acs_wht_f32,224999996,4,56249999,"( (2,), (1,0,3,), )",-1,142017497,138814480,142060933,138837034,155202085,1.44972276628887,1.58431179786248,1.62086834168885,1.58382738483071,1.62060503251604,6.20732932291605,20.1330116816552,"(6.543164177817545,6.095384371282217,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (1,), (2,3,0,), )",-1,140751958,138814648,140802517,138858933,155202085,1.44972276628887,1.59855677460629,1.62086638003793,1.59798276901541,1.62034945205866,6.31432908472876,20.1330116816552,"(7.412636992582531,5.9482264487775005,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (2,1,), (3,0,), )",-1,145345531,138845919,145350215,138840484,155202085,1.44972276628887,1.54803518520291,1.62050132708618,1.54798529881776,1.62056476265237,6.16463389446987,20.1330116816552,"(7.192768741067551,5.136499047872188,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (2,3,0,1,), )",-1,155196033,138815385,155196033,138815385,155202085,1.44972276628887,1.44977929944897,1.62085777451829,1.44977929944897,1.62085777451829,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (1,2,3,), )",-1,140754785,138860836,140800594,138847010,155202085,1.44972276628887,1.59852466827327,1.62032724619345,1.59800459364539,1.62048859388474,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556084,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (3,1,2,0,), )",-1,150641799,138863570,150641799,138863570,155202085,1.44972276628887,1.49360932685091,1.62029534456013,1.49360932685091,1.62029534456013,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,3,), (2,0,), )",-1,145350787,138837381,145359405,138834863,155202085,1.44972276628887,1.54797920702005,1.6206009820943,1.54788743115728,1.62063037437506,6.16479309855714,20.1330116816552,"(5.136580155175457,7.193006041938832,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (3,0,1,2,), )",-1,157742251,138834424,157742251,138834424,155202085,1.44972276628887,1.42637748969361,1.6206354988731,1.42637748969361,1.6206354988731,6.44260136953034,20.1330116816552,"(6.4426013695303395,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,2,), (3,0,), )",-1,145346125,138863533,145352798,138858933,155202085,1.44972276628887,1.5480288586985,1.62029577628563,1.54795779025871,1.62034945205866,6.16463389446987,20.1330116816552,"(7.1927687410675505,5.136499047872188,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (1,), (2,), (3,), )",-1,138810536,138810536,138847010,138847010,155202085,1.44972276628887,1.62091439514361,1.62091439514361,1.62048859388474,1.62048859388474,5.64734299698702,20.1330116816552,"(7.412603678883616,7.412636992582531,6.543164177817545,1.2209671386643668,)","(412752,412752,412752,412752,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (3,), (2,1,), )",-1,143863702,138838021,143869948,138839294,155202085,1.44972276628887,1.56398030129935,1.62059351162892,1.56391240233158,1.62057865261113,5.75477707492077,20.1330116816552,"(7.412603678883616,1.2209671386643668,7.192768741067551,)","(412752,412752,825504,)"
acs_wht_f32,224999996,4,56249999,"( (1,), (3,0,2,), )",-1,140294787,138855267,140344337,138831391,155202085,1.44972276628887,1.60376590471605,1.62039223186255,1.60319967880143,1.62067090432019,6.31432908472876,20.1330116816552,"(7.412636992582531,5.9482264487775005,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (0,2,1,), (3,), )",-1,146490486,138875184,146492323,138876107,155202085,1.44972276628887,1.53593589688821,1.62015984079632,1.53591663639602,1.62014907287112,5.78782335247649,20.1330116816552,"(7.310108757080525,1.2209671386643668,)","(1238256,412752,)"
acs_wht_f32,224999996,4,56249999,"( (2,1,0,3,), )",-1,157527880,138837034,157527880,138837034,155202085,1.44972276628887,1.42831856811632,1.62060503251604,1.42831856811632,1.62060503251604,6.44260136953034,20.1330116816552,"(6.442601369530339,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (0,2,3,1,), )",-1,155217602,138861873,155217602,138861873,155202085,1.44972276628887,1.44957783847221,1.6203151458284,1.44957783847221,1.6203151458284,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,2,0,3,), )",-1,152798463,138876483,152798463,138876483,155202085,1.44972276628887,1.47252787483864,1.62014468641174,1.47252787483864,1.62014468641174,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (0,1,2,3,), )",-1,155202085,138847010,155202085,138847010,155202085,1.44972276628887,1.44972276628887,1.62048859388474,1.44972276628887,1.62048859388474,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,0,), (2,3,), )",-1,137093790,138813427,137099405,138846753,155202085,1.44972276628887,1.64121216577352,1.62088063714471,1.64114494880558,1.6204915933468,6.05632765229652,20.1330116816552,"(7.4126226209859425,4.7000326836071045,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (3,1,0,), (2,), )",-1,142019569,138814781,142053530,138829258,155202085,1.44972276628887,1.58428868348418,1.62086482706766,1.58390992466009,1.62069580462643,6.20732932291605,20.1330116816552,"(6.095384371282217,6.543164177817545,)","(1238256,412752,)"
acs_wht_f32,224999996,4,56249999,"( (2,3,1,), (0,), )",-1,140751716,138820034,140800904,138816038,155202085,1.44972276628887,1.59855952306827,1.62080349295981,1.59800107533401,1.62085014989406,6.31422855038797,20.1330116816552,"(5.948103507556083,7.412603678883616,)","(1238256,412752,)"
acs_wht_f32,224999996,4,56249999,"( (1,), (0,2,), (3,), )",-1,143861215,138854494,143868333,138846753,155202085,1.44972276628887,1.56400733860061,1.62040125255147,1.56392995809578,1.6204915933468,5.75490405378114,20.1330116816552,"(7.412636992582531,7.193006041938833,1.2209671386643668,)","(412752,825504,412752,)"
acs_wht_f32,224999996,4,56249999,"( (1,3,0,), (2,), )",-1,142022096,138815520,142055738,138831391,155202085,1.44972276628887,1.58426049422619,1.62085619821184,1.58388530563968,1.62067090432019,6.20732932291605,20.1330116816552,"(6.095384371282217,6.543164177817545,)","(1238256,412752,)"
acs_wht_f32,224999996,4,56249999,"( (1,0,), (2,), (3,), )",-1,138783770,138810063,138815613,138846753,155202085,1.44972276628887,1.6212270065873,1.62091991846441,1.62085511231363,1.6204915933468,5.64734413961345,20.1330116816552,"(7.4126226209859425,6.543164177817545,1.2209671386643668,)","(825504,412752,412752,)"
acs_wht_f32,224999996,4,56249999,"( (2,0,1,3,), )",-1,157524995,138834046,157524995,138834046,155202085,1.44972276628887,1.42834472713362,1.62063991133702,1.42834472713362,1.62063991133702,6.44260136953034,20.1330116816552,"(6.4426013695303395,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (3,1,), (2,), (0,), )",-1,140296150,138818955,140326308,138863570,155202085,1.44972276628887,1.60375032386847,1.62081609100141,1.6034056564789,1.62029534456013,6.05723204176302,20.1330116816552,"(5.136580155175457,6.543164177817545,7.412603678883616,)","(825504,412752,412752,)"
acs_wht_f32,224999996,4,56249999,"( (3,2,0,1,), )",-1,153844334,138850949,153844334,138850949,155202085,1.44972276628887,1.46251727411684,1.62044262297408,1.46251727411684,1.62044262297408,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,), (3,), (2,0,), )",-1,143862325,138833376,143870020,138834863,155202085,1.44972276628887,1.56399527117333,1.62064773242999,1.56391161966892,1.62063037437506,5.75490405378114,20.1330116816552,"(7.412636992582531,1.2209671386643668,7.193006041938832,)","(412752,412752,825504,)"
acs_wht_f32,224999996,4,56249999,"( (1,3,0,2,), )",-1,150662210,138831391,150662210,138831391,155202085,1.44972276628887,1.49340697975956,1.62067090432019,1.49340697975956,1.62067090432019,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (1,), (3,2,), )",-1,136648055,138827778,136654520,138822285,155202085,1.44972276628887,1.64656566827826,1.6207130823631,1.64648777076675,1.6207772116703,6.05632650967009,20.1330116816552,"(7.412603678883616,7.412636992582531,4.7000326836071045,)","(412752,412752,825504,)"
acs_wht_f32,224999996,4,56249999,"( (1,3,2,0,), )",-1,153849666,138834863,153849666,138834863,155202085,1.44972276628887,1.46246658735028,1.62063037437506,1.46246658735028,1.62063037437506,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (2,), (0,3,1,), )",-1,142022366,138821202,142067496,138840212,155202085,1.44972276628887,1.58425748237429,1.62078985600485,1.58375421778392,1.62056793747909,6.20732932291605,20.1330116816552,"(6.543164177817545,6.095384371282217,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (3,1,2,), )",-1,140297161,138855716,140346402,138837272,155202085,1.44972276628887,1.60373876703036,1.62038699220708,1.60317608997201,1.62060225441479,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556084,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (1,), (2,), (0,3,), )",-1,140295867,138814706,140347989,138876483,155202085,1.44972276628887,1.6037535588985,1.62086570280241,1.60315796188572,1.62014468641174,6.05719981653611,20.1330116816552,"(7.412636992582531,6.543164177817545,5.136499047872188,)","(412752,412752,825504,)"
acs_wht_f32,224999996,4,56249999,"( (3,1,), (2,0,), )",-1,145347939,138841795,145356038,138863570,155202085,1.44972276628887,1.54800953868359,1.62054946062891,1.5479232861314,1.62029534456013,6.16479309855714,20.1330116816552,"(5.136580155175457,7.193006041938832,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (1,3,2,), )",-1,140231400,138826637,140278596,138822285,155202085,1.44972276628887,1.60449083443508,1.62072640281562,1.60395101188495,1.6207772116703,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556084,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (0,1,), (2,), (3,), )",-1,138785522,138810341,138818045,138847010,155202085,1.44972276628887,1.62120654054967,1.62091667219519,1.62082671600799,1.62048859388474,5.64734413961345,20.1330116816552,"(7.412622620985942,6.543164177817545,1.2209671386643668,)","(825504,412752,412752,)"
acs_wht_f32,224999996,4,56249999,"( (3,1,), (0,2,), )",-1,145346829,138862913,145352845,138829258,155202085,1.44972276628887,1.54802136068617,1.62030301063899,1.54795728972488,1.62069580462643,6.16479309855715,20.1330116816552,"(5.136580155175457,7.193006041938833,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (2,0,), (1,), (3,), )",-1,143862325,138833376,143866737,138834046,155202085,1.44972276628887,1.56399527117333,1.62064773242999,1.5639473077088,1.62063991133702,5.75490405378114,20.1330116816552,"(7.193006041938832,7.412636992582531,1.2209671386643668,)","(825504,412752,412752,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (2,), (3,1,), )",-1,140296150,138818955,140347883,138861873,155202085,1.44972276628887,1.60375032386847,1.62081609100141,1.60315917269661,1.6203151458284,6.05723204176302,20.1330116816552,"(7.412603678883616,6.543164177817545,5.136580155175457,)","(412752,412752,825504,)"
acs_wht_f32,224999996,4,56249999,"( (0,1,), (3,2,), )",-1,136623041,138827583,136627010,138822285,155202085,1.44972276628887,1.64686713421933,1.62071535884911,1.64681929290555,1.6207772116703,6.05632765229652,20.1330116816552,"(7.412622620985942,4.7000326836071045,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (2,1,3,0,), )",-1,152806253,138840484,152806253,138840484,155202085,1.44972276628887,1.47245280597254,1.62056476265237,1.47245280597254,1.62056476265237,6.44260136953034,20.1330116816552,"(6.442601369530339,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,2,3,0,), )",-1,155217088,138858933,155217088,138858933,155202085,1.44972276628887,1.44958263873627,1.62034945205866,1.44958263873627,1.62034945205866,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (2,0,), (1,3,), )",-1,145350787,138837381,145357432,138834046,155202085,1.44972276628887,1.54797920702005,1.6206009820943,1.54790844131038,1.62063991133702,6.16479309855714,20.1330116816552,"(7.193006041938832,5.136580155175457,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (3,2,1,0,), )",-1,153842387,138849287,153842387,138849287,155202085,1.44972276628887,1.46253578345739,1.62046201936925,1.46253578345739,1.62046201936925,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (3,1,0,2,), )",-1,157728890,138829258,157728890,138829258,155202085,1.44972276628887,1.42649831619306,1.62069580462643,1.42649831619306,1.62069580462643,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (2,3,), (1,), (0,), )",-1,137120556,138813900,137131162,138816038,155202085,1.44972276628887,1.64089180035122,1.6208751140916,1.64076489047763,1.62085014989406,6.05632650967009,20.1330116816552,"(4.7000326836071045,7.412636992582531,7.412603678883616,)","(825504,412752,412752,)"
acs_wht_f32,224999996,4,56249999,"( (1,0,3,2,), )",-1,153845869,138821757,153845869,138821757,155202085,1.44972276628887,1.46250268182372,1.62078337619657,1.46250268182372,1.62078337619657,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,), (3,2,0,), )",-1,140220092,138849548,140269728,138834863,155202085,1.44972276628887,1.60462022803408,1.62045897333422,1.60405241535793,1.62063037437506,6.31432908472876,20.1330116816552,"(7.412636992582531,5.9482264487775005,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (2,0,1,), (3,), )",-1,146490710,138832747,146493191,138834046,155202085,1.44972276628887,1.53593354827757,1.62065507498746,1.53590753579803,1.62063991133702,5.78782335247649,20.1330116816552,"(7.310108757080525,1.2209671386643668,)","(1238256,412752,)"
acs_wht_f32,224999996,4,56249999,"( (0,3,1,2,), )",-1,150646720,138837272,150646720,138837272,155202085,1.44972276628887,1.493560536864,1.62060225441479,1.493560536864,1.62060225441479,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (2,3,), (1,0,), )",-1,137093790,138813427,137109025,138816038,155202085,1.44972276628887,1.64121216577352,1.62088063714471,1.64102980091938,1.62085014989406,6.05632765229652,20.1330116816552,"(4.7000326836071045,7.4126226209859425,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (0,1,), (2,3,), )",-1,137095542,138813705,137101594,138847010,155202085,1.44972276628887,1.64119119205204,1.62087739103282,1.64111874585499,1.62048859388474,6.05632765229652,20.1330116816552,"(7.412622620985942,4.7000326836071045,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (3,1,), (0,), (2,), )",-1,140296150,138818955,140323857,138829258,155202085,1.44972276628887,1.60375032386847,1.62081609100141,1.60343366274489,1.62069580462643,6.05723204176302,20.1330116816552,"(5.136580155175457,7.412603678883616,6.543164177817545,)","(825504,412752,412752,)"
acs_wht_f32,224999996,4,56249999,"( (0,3,), (2,1,), )",-1,145349033,138842191,145354346,138839294,155202085,1.44972276628887,1.54799788726493,1.62054483856424,1.54794130476154,1.62057865261113,6.16463389446987,20.1330116816552,"(5.136499047872188,7.192768741067551,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (3,0,2,1,), )",-1,150650361,138867169,150650361,138867169,155202085,1.44972276628887,1.49352443967924,1.62025335160393,1.49352443967924,1.62025335160393,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,0,2,3,), )",-1,155200174,138846753,155200174,138846753,155202085,1.44972276628887,1.44974061691451,1.6204915933468,1.44974061691451,1.6204915933468,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (0,1,2,), (3,), )",-1,146490202,138844935,146492975,138847010,155202085,1.44972276628887,1.53593887460132,1.62051281164848,1.53590980045289,1.62048859388474,5.78782335247649,20.1330116816552,"(7.310108757080525,1.2209671386643668,)","(1238256,412752,)"
acs_wht_f32,224999996,4,56249999,"( (0,3,2,1,), )",-1,153849451,138839294,153849451,138839294,155202085,1.44972276628887,1.46246863110353,1.62057865261113,1.46246863110353,1.62057865261113,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (0,2,1,3,), )",-1,152800238,138876107,152800238,138876107,155202085,1.44972276628887,1.47251076925679,1.62014907287112,1.47251076925679,1.62014907287112,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,), (2,0,3,), )",-1,141991005,138837634,142042035,138876483,155202085,1.44972276628887,1.58460739115129,1.62059802891772,1.58403810533973,1.62014468641174,6.31432908472876,20.1330116816552,"(7.412636992582531,5.9482264487775005,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (2,1,3,), )",-1,141991752,138842387,142046361,138876107,155202085,1.44972276628887,1.58459905473946,1.62054255088542,1.58398986370372,1.62014907287112,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556082,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (2,3,), (0,1,), )",-1,137095542,138813705,137110543,138815385,155202085,1.44972276628887,1.64119119205204,1.62087739103282,1.64101163248985,1.62085777451829,6.05632765229652,20.1330116816552,"(4.7000326836071045,7.412622620985942,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (2,0,3,1,), )",-1,152819262,138840212,152819262,138840212,155202085,1.44972276628887,1.47232746091916,1.62056793747909,1.47232746091916,1.62056793747909,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (1,2,), (0,3,), )",-1,145349627,138859805,145353988,138876483,155202085,1.44972276628887,1.54799156106538,1.6203392767259,1.54794511726778,1.62014468641174,6.16463389446987,20.1330116816552,"(7.1927687410675505,5.136499047872188,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (1,), (2,), (3,0,), )",-1,140292365,138818434,140344697,138858933,155202085,1.44972276628887,1.60379359204615,1.62082217409253,1.60319556641317,1.62034945205866,6.05719981653611,20.1330116816552,"(7.412636992582531,6.543164177817545,5.136499047872188,)","(412752,412752,825504,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (3,2,1,), )",-1,140221493,138851410,140271906,138839294,155202085,1.44972276628887,1.60460419573482,1.62043724294914,1.60402750925763,1.62057865261113,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556082,)","(412752,1238256,)"
acs_wht_f32,224999996,4,56249999,"( (0,2,), (1,3,), )",-1,145349677,138858499,145355516,138876107,155202085,1.44972276628887,1.54799102855935,1.62035451643475,1.54792884502574,1.62014907287112,6.16479309855715,20.1330116816552,"(7.193006041938833,5.136580155175457,)","(825504,825504,)"
acs_wht_f32,224999996,4,56249999,"( (0,1,3,2,), )",-1,153845479,138822285,153845479,138822285,155202085,1.44972276628887,1.46250638928428,1.6207772116703,1.46250638928428,1.6207772116703,6.44260136953034,20.1330116816552,"(6.44260136953034,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (1,), (2,3,), )",-1,137120556,138813900,137127039,138847010,155202085,1.44972276628887,1.64089180035122,1.6208751140916,1.64081422337137,1.62048859388474,6.05632650967009,20.1330116816552,"(7.412603678883616,7.412636992582531,4.7000326836071045,)","(412752,412752,825504,)"
acs_wht_f32,224999996,4,56249999,"( (2,3,1,0,), )",-1,155202847,138816038,155202847,138816038,155202085,1.44972276628887,1.44971564857957,1.62085014989406,1.44971564857957,1.62085014989406,6.44260136953034,20.1330116816552,"(6.4426013695303395,)","(1651008,)"
acs_wht_f32,224999996,4,56249999,"( (0,), (2,3,1,), )",-1,140751716,138820034,140804831,138861873,155202085,1.44972276628887,1.59855952306827,1.62080349295981,1.59795650761443,1.6203151458284,6.31422855038797,20.1330116816552,"(7.412603678883616,5.948103507556083,)","(412752,1238256,)"
